Price,RAM,Display,SSD
-0.906006953,-0.56170288,15.6,-1.405044203
-1.031112857,-1.221576172,15.6,-1.405044203
-0.933063237,-1.221576172,15.6,-1.405044203
-0.874264834,-1.221576172,15.6,-1.405044203
-0.720220469,-0.56170288,15,-1.405044203
-0.802859771,-1.221576172,15.6,-1.405044203
-0.815270371,-1.221576172,11.6,-1.405044203
-0.207660735,-0.56170288,15.6,-0.630054091
-0.952688846,-1.221576172,11.6,-1.211296675
-0.854482377,-1.221576172,15.6,-1.405044203
-1.011506854,-1.221576172,15.6,-1.405044203
-0.817230972,-1.221576172,15.6,-0.630054091
-0.935043443,-1.221576172,15.6,-1.405044203
1.008087899,-0.56170288,15.6,-0.630054091
-0.934866989,-1.221576172,15.6,-1.405044203
-1.148748875,-1.221576172,14,-1.308170439
0.478549367,-0.56170288,13.3,-1.017549147
0.184459323,0.758043705,15.6,-0.630054091
-0.680655555,-0.56170288,15.6,-0.630054091
-0.897988097,-1.221576172,15.6,-1.405044203
-0.199485032,-0.56170288,15.6,-1.405044203
-1.021898036,-1.221576172,14,-1.405044203
-0.423326767,-0.56170288,15.6,0.14493602
-0.501946839,0.758043705,15.6,0.14493602
-0.491751717,-0.56170288,15.6,-0.630054091
-0.956629652,-1.221576172,14,-1.405044203
-0.452539711,-0.56170288,14,0.14493602
-0.638796739,-1.221576172,14,-1.405044203
-0.523317382,0.758043705,14,0.14493602
-0.699575348,-1.221576172,14,-1.405044203
-0.590271882,-0.56170288,14,0.14493602
-0.58017479,-0.56170288,15.6,-1.405044203
-0.207660735,-0.56170288,15.6,-1.017549147
0.183459417,0.758043705,15.6,1.694916243
-0.109630721,-0.56170288,15.6,-1.017549147
-0.727749174,-1.551512818,11.6,-1.356607321
-0.687145142,-1.221576172,15.6,-1.405044203
0.733427404,-0.56170288,13.3,-0.630054091
-0.851894385,-0.56170288,14.9,-0.630054091
0.576579381,-0.56170288,13.3,0.14493602
-0.924044475,-1.221576172,15.6,-1.405044203
-1.031112857,-1.221576172,15.6,-1.405044203
-0.246872741,0.758043705,15.6,0.14493602
-0.501750779,-0.56170288,14,-0.630054091
-0.916829466,-0.56170288,15.6,-0.630054091
-0.384114761,-0.56170288,15.6,-1.405044203
0.210809791,-0.56170288,15.6,-1.017549147
0.988481896,0.758043705,15.6,-0.630054091
-0.031206709,0.758043705,15.6,-0.630054091
0.302095341,0.758043705,14,0.14493602
-0.411386711,-0.56170288,14,0.14493602
-0.717240357,-1.221576172,15.6,-1.405044203
-0.638796739,-0.56170288,15.6,-0.630054091
0.77263941,-0.56170288,13.3,0.14493602
0.439337361,0.758043705,15.6,0.14493602
-0.470381174,-0.56170288,15.6,-1.405044203
-0.805643824,-1.221576172,14,-1.405044203
-0.275026961,0.758043705,15.6,0.14493602
-0.070418715,-0.56170288,15.6,-1.017549147
-0.403720764,-0.56170288,14,0.14493602
-0.30569075,-0.56170288,15.6,-0.630054091
-0.893870837,-1.221576172,14,-1.017549147
-0.357646657,-0.56170288,15.6,0.14493602
-0.638992799,0.758043705,15.6,0.14493602
-0.695654147,-0.56170288,15.6,0.14493602
-0.795840822,-1.221576172,15.6,-1.405044203
-0.756628817,-0.56170288,15.6,-0.630054091
-0.472145714,-0.56170288,15.6,0.14493602
-0.501750779,-0.56170288,14,-1.405044203
-0.129236723,0.758043705,15.6,0.14493602
-0.799565963,-0.56170288,14,0.14493602
-0.325120299,-0.56170288,15.6,0.14493602
-0.895831437,-1.221576172,14,-0.630054091
-0.866245979,-0.56170288,15.6,-0.630054091
-0.015541513,-0.56170288,15.6,-0.630054091
-0.935043443,-0.56170288,15.6,-0.630054091
-0.207484281,-0.56170288,15.6,0.14493602
-0.718377505,-0.56170288,15.6,0.14493602
-0.246872741,-0.56170288,15.6,0.14493602
-0.94388575,-1.221576172,15.6,-0.630054091
-0.986019051,-1.221576172,14,-1.017549147
-0.011424252,0.758043705,14,0.14493602
-0.789959021,-0.56170288,15.6,0.14493602
-0.397054723,-0.56170288,15.6,-0.630054091
-0.697810808,-0.56170288,15.6,0.14493602
-0.168448729,-0.56170288,15.6,0.14493602
-0.629974038,-0.56170288,15.6,0.14493602
-0.58017479,-0.56170288,14,0.14493602
-0.815446825,-0.56170288,15.6,0.14493602
-0.993861452,-1.221576172,15.6,-0.630054091
-0.916829466,-1.221576172,11.6,-0.630054091
-0.80566343,-0.56170288,14,-1.405044203
0.282665792,0.758043705,15.6,1.694916243
-0.893870837,-0.56170288,14,-1.405044203
-0.150273965,0.758043705,15.6,0.14493602
-0.521356782,-0.56170288,15.6,0.14493602
-0.423326767,-0.56170288,14,0.14493602
-0.364508758,0.758043705,14,0.14493602
-0.835052828,0.758043705,15.6,0.14493602
0.084468708,3.397536874,15.6,1.694916243
-0.815446825,-0.56170288,15.6,0.14493602
-0.611564001,-0.56170288,15.6,0.14493602
-0.560568787,-0.56170288,14,0.14493602
-0.119237662,0.758043705,15.6,0.14493602
-0.58017479,-0.56170288,14,0.14493602
-0.58017479,-0.56170288,15.6,0.14493602
-0.011600706,0.758043705,15.6,0.14493602
-0.041029316,0.758043705,15.6,0.14493602
0.008005297,0.758043705,15.6,0.14493602
-0.776234819,-0.56170288,15.6,0.14493602
-0.070222655,-0.56170288,15.6,0.14493602
-0.021403707,0.758043705,15.6,0.14493602
0.196575833,-0.56170288,15.6,0.14493602
-0.30569075,-0.56170288,14,0.14493602
0.184459323,0.758043705,16.1,0.14493602
-0.138863271,-0.56170288,14,0.14493602
-0.021403707,-0.56170288,15.6,0.14493602
-0.325296753,-0.56170288,14,0.14493602
0.074861767,0.758043705,15.6,0.14493602
-0.721141951,-0.56170288,15.6,0.14493602
-0.599780793,-0.56170288,15.6,-0.630054091
0.027787754,-0.56170288,15.6,0.14493602
-0.638992799,-0.56170288,15.6,0.14493602
-0.678008745,-0.56170288,15.6,0.14493602
0.632632944,0.758043705,16.6,0.14493602
-0.432953315,-0.56170288,15.6,0.14493602
0.241512792,0.758043705,15.6,0.14493602
0.09819291,0.758043705,14,0.14493602
-0.599780793,-0.56170288,15.6,0.14493602
-0.717416811,-0.56170288,14,0.14493602
0.774090255,0.758043705,17.3,0.14493602
-0.768392418,-0.56170288,14.1,-0.630054091
-0.011600706,0.758043705,14,0.14493602
0.066823306,0.758043705,14,0.14493602
-0.315493751,-0.56170288,14,0.14493602
0.086429309,0.758043705,14,0.14493602
0.086605763,-0.56170288,15.6,0.14493602
-0.609583795,-0.56170288,15.6,0.14493602
-0.58017479,-0.56170288,14,0.14493602
-0.148842726,0.758043705,15.6,0.14493602
